Title,Type,Year,Rating,Votes,Genre
The Transporter,movie,2002,6.8,331205.0,Action
Blow,movie,2001,7.5,282354.0,Biography
Vengeance of the Three Musketeers,movie,1961,6.5,505.0,Adventure
Tell Her That I Love Her,movie,1977,6.6,743.0,Drama
Life Upside Down,movie,1964,7.3,374.0,Drama
Bluebeard,movie,1963,6.4,1293.0,Biography
Women on the Verge of a Nervous Breakdown,movie,1988,7.5,48947.0,Comedy
I Married a Shadow,movie,1983,6.4,596.0,Drama
Scream,movie,1996,7.4,419169.0,Horror
Scream 2,movie,1997,6.3,223518.0,Horror
Scream 3,movie,2000,5.7,174458.0,Horror
Scary Movie,movie,2000,6.3,304511.0,Comedy
Scary Movie 2,movie,2001,5.4,183726.0,Comedy
Chalte Chalte,movie,2003,6.5,17290.0,Drama
Kal Ho Naa Ho,movie,2003,7.9,78671.0,Comedy
Scary Movie 3,movie,2003,5.6,164981.0,Comedy
Scary Movie V,movie,2013,3.6,80489.0,Comedy
The Other One's Mug,movie,1979,6.0,360.0,Comedy
La garce,movie,1984,5.4,285.0,Crime
Life Is a Long Quiet River,movie,1988,6.8,4944.0,Comedy
The Flower of My Secret,movie,1995,7.0,13400.0,Comedy
Charlie's Angels,movie,2000,5.6,202561.0,Action
Atonement,movie,2007,7.8,315572.0,Drama
Pride & Prejudice,movie,2005,7.8,356161.0,Drama
The Kingdom,movie,2007,7.0,135219.0,Action
The Lady Banker,movie,1980,6.2,889.0,Comedy
Monster-in-Law,movie,2005,5.6,67521.0,Comedy
Shall We Dance?,movie,2004,6.2,51267.0,Comedy
The Brave One,movie,2007,6.7,64987.0,Crime
Les Misérables,movie,1998,7.4,44615.0,Crime
Asoka,movie,2001,6.4,15832.0,Action
Legends of the Fall,movie,1994,7.5,192116.0,Drama
The Devil's Own,movie,1997,6.2,74849.0,Action
Indecent Proposal,movie,1993,6.0,82715.0,Drama
Diva,movie,1981,7.1,14809.0,Crime
The Spirit of the Beehive,movie,1973,7.7,21863.0,Drama
30 Days of Night,movie,2007,6.6,195931.0,Horror
Conversations with My Gardener,movie,2007,7.1,3891.0,Comedy
Panic Room,movie,2002,6.8,307560.0,Crime
Lady Vengeance,movie,2005,7.5,89563.0,Crime
A Tale of Two Sisters,movie,2003,7.1,71562.0,Drama
The Machinist,movie,2004,7.6,430457.0,Drama
Sex and the City,movie,2008,5.7,130773.0,Comedy
Je t'aime moi non plus,movie,1976,5.9,2482.0,Drama
Sense and Sensibility,movie,1995,7.7,131993.0,Drama
"Lust, Caution",movie,2007,7.5,47112.0,Drama
Best Seller,movie,1987,6.4,6757.0,Action
Sympathy for Mr. Vengeance,movie,2002,7.5,78330.0,Crime
Du bist nicht allein,movie,2007,6.4,337.0,Comedy
Runaway Bride,movie,1999,5.6,107885.0,Comedy
Ghost Dog: The Way of the Samurai,movie,1999,7.5,101022.0,Crime
Layer Cake,movie,2004,7.2,202853.0,Crime
"Farewell, Friend",movie,1968,6.7,4558.0,Action
The Invasion,movie,2007,5.9,85905.0,Sci-Fi
Confessions of a Dangerous Mind,movie,2002,7.0,94071.0,Biography
The Curious Case of Benjamin Button,movie,2008,7.8,723560.0,Drama
Howl's Moving Castle,movie,2004,8.2,485863.0,Adventure
Burn After Reading,movie,2008,7.0,365163.0,Comedy
Une femme à sa fenêtre,movie,1976,6.1,690.0,Drama
The International,movie,2009,6.5,102717.0,Action
Gothika,movie,2003,5.8,122277.0,Horror
The Green Butchers,movie,2003,7.2,26118.0,Comedy
Five Times Two,movie,2004,6.6,10647.0,Drama
Paprika,movie,2006,7.7,105253.0,Animation
American Gangster,movie,2007,7.8,472814.0,Biography
Forbidden Games,movie,1952,8.0,13765.0,Drama
Carry on Screaming!,movie,1966,6.7,6129.0,Comedy
The Sugarland Express,movie,1974,6.7,20838.0,Crime
Rendition,movie,2007,6.8,59169.0,Drama
Rush Hour 3,movie,2007,6.2,192161.0,Action
Rush Hour 2,movie,2001,6.7,250737.0,Action
3:10 to Yuma,movie,2007,7.6,343594.0,Action
Pumping Iron,movie,1977,7.3,26071.0,Documentary
The Boss of It All,movie,2006,6.6,13130.0,Comedy
Ardor,movie,2002,5.6,454.0,Drama
The Polar Express,movie,2004,6.6,257940.0,Adventure
The Band's Visit,movie,2007,7.5,14445.0,Comedy
Chaos,movie,2005,6.4,59533.0,Action
Nobody Is Perfect,movie,2006,5.8,550.0,Comedy
Idiot Love,movie,2004,5.2,550.0,Comedy
"I'm a Cyborg, But That's OK",movie,2006,6.9,26540.0,Comedy
Battlefield Earth,movie,2000,2.5,84735.0,Action
The Fugitive,movie,1993,7.8,334454.0,Action
Le Samouraï,movie,1967,8.0,62747.0,Crime
Finder's Fee,movie,2001,6.2,3528.0,Drama
The Phantom of Liberty,movie,1974,7.7,18054.0,Comedy
Bee Movie,movie,2007,6.1,189459.0,Adventure
Shock Treatment,movie,1973,6.1,1982.0,Crime
Six-Pack,movie,2000,5.4,938.0,Thriller
The Blue Lagoon,movie,1980,5.8,80695.0,Adventure
Control,movie,2007,7.6,70327.0,Biography
The Sentinel,movie,2006,6.1,56443.0,Action
Family Plot,movie,1976,6.8,25956.0,Comedy
I Know Who Killed Me,movie,2007,3.6,31546.0,Horror
The Mist,movie,2007,7.1,359656.0,Horror
In the Realm of the Senses,movie,1976,6.6,24157.0,Drama
The Secret,movie,1974,6.7,988.0,Crime
The Pledge,movie,2001,6.7,73524.0,Crime
Only Human,movie,2004,6.8,1818.0,Comedy
Fanny and Alexander,movie,1982,8.1,69611.0,Drama
The Umbrellas of Cherbourg,movie,1964,7.8,33381.0,Drama
The Family Man,movie,2000,6.8,126320.0,Comedy
Miffo,movie,2003,5.8,2246.0,Comedy
Elling,movie,2001,7.5,16332.0,Comedy
P.S. I Love You,movie,2007,7.0,222553.0,Comedy
Empties,movie,2007,7.2,5151.0,Comedy
Dracula,movie,1992,7.4,256779.0,Fantasy
Fracture,movie,2007,7.2,227707.0,Crime
The Burned Barns,movie,1973,6.6,1418.0,Crime
Brotherhood of the Wolf,movie,2001,7.0,74572.0,Action
Blue Thunder,movie,1983,6.4,24434.0,Action
Who Finds a Friend Finds a Treasure,movie,1981,7.1,13597.0,Action
Three Kings,movie,1999,7.1,184610.0,Action
Practical Magic,movie,1998,6.3,100513.0,Comedy
Freddy vs. Jason,movie,2003,5.7,132121.0,Action
The Jerk,movie,1979,7.1,66661.0,Comedy
Alvin and the Chipmunks,movie,2007,5.3,100206.0,Adventure
I Am Legend,movie,2007,7.2,852118.0,Drama
The Dukes of Hazzard,movie,2005,5.1,83449.0,Comedy
First Knight,movie,1995,6.0,81073.0,Action
Life,movie,1999,6.8,58415.0,Comedy
The Orphanage,movie,2007,7.4,167658.0,Drama
Charlie Wilson's War,movie,2007,7.0,128281.0,Biography
Schtonk,movie,1992,7.1,4281.0,Comedy
The Peacemaker,movie,1997,6.0,64955.0,Action
To Take a Wife,movie,2004,7.1,671.0,Drama
The Rookie,movie,1990,5.9,30457.0,Action
Zathura: A Space Adventure,movie,2005,6.3,121351.0,Action
Failure to Launch,movie,2006,5.7,91603.0,Comedy
"Watch Out, We're Mad",movie,1974,7.3,14813.0,Action
Outbreak,movie,1995,6.6,142679.0,Action
Something's Gotta Give,movie,2003,6.7,133465.0,Comedy
The White Massai,movie,2005,6.4,4220.0,Drama
No Country for Old Men,movie,2007,8.2,1127119.0,Crime
Wild Chicks,movie,2005,6.0,1004.0,Adventure
Van Helsing,movie,2004,6.1,298205.0,Action
Perfect Stranger,movie,2007,5.7,53072.0,Crime
The Punisher,movie,2004,6.4,176488.0,Action
Airport '77,movie,1977,5.8,13192.0,Action
Matchstick Men,movie,2003,7.3,142423.0,Comedy
36th Precinct,movie,2004,7.1,18918.0,Action
The Man Without a Past,movie,2002,7.6,27893.0,Comedy
Maid in Manhattan,movie,2002,5.4,99761.0,Comedy
Alive,movie,1993,7.1,67228.0,Biography
There Will Be Blood,movie,2007,8.2,673624.0,Drama
Elite Squad,movie,2007,8.0,115353.0,Action
The Bucket List,movie,2007,7.3,266579.0,Adventure
Sahara,movie,2005,6.1,106764.0,Action
Chicken Run,movie,2000,7.1,219591.0,Adventure
Brothers,movie,2009,7.1,161566.0,Drama
xXx,movie,2002,5.8,190471.0,Action
Speed Racer,movie,2008,6.1,81044.0,Action
Open Season,movie,2006,6.1,110441.0,Adventure
Shooter,movie,2007,7.1,367536.0,Action
Knockaround Guys,movie,2001,6.1,25384.0,Crime
Like Stars on Earth,movie,2007,8.3,219057.0,Drama
Water,movie,2005,7.6,15595.0,Drama
Over the Hedge,movie,2006,6.7,196965.0,Adventure
Fearless,movie,2006,7.6,80161.0,Action
Fun with Dick and Jane,movie,2005,6.2,158913.0,Comedy
Rambo,movie,2008,7.0,251599.0,Action
The Wave,movie,2008,7.6,118812.0,Drama
Resident Evil: Extinction,movie,2007,6.2,211246.0,Action
Wedding Daze,movie,2006,5.6,18480.0,Comedy
"10,000 BC",movie,2008,5.1,137787.0,Action
Rang De Basanti,movie,2006,8.1,124595.0,Comedy
Before the Devil Knows You're Dead,movie,2007,7.3,117357.0,Crime
The Match Factory Girl,movie,1990,7.5,12929.0,Comedy
I Hired a Contract Killer,movie,1990,7.2,8410.0,Comedy
The Kite Runner,movie,2007,7.6,83999.0,Drama
The Lovely Bones,movie,2009,6.6,186393.0,Drama
Penelope,movie,2006,6.7,68180.0,Comedy
Robin Hood: Men in Tights,movie,1993,6.7,141902.0,Adventure
Germany Year Zero,movie,1948,7.8,14601.0,Drama
Gigli,movie,2003,2.7,51565.0,Comedy
Punch-Drunk Love,movie,2002,7.3,186348.0,Comedy
The Reader,movie,2008,7.6,269148.0,Drama
21,movie,2008,6.8,274782.0,Crime
Om Shanti Om,movie,2007,6.8,52703.0,Action
Broken Embraces,movie,2009,7.2,43585.0,Drama
Untraceable,movie,2008,6.2,54089.0,Crime
Napoleon Dynamite,movie,2004,7.0,248006.0,Comedy
Æon Flux,movie,2005,5.4,135177.0,Action
Drifting Clouds,movie,1996,7.6,10045.0,Comedy
Dark Habits,movie,1983,6.5,8859.0,Comedy
What Have I Done to Deserve This?,movie,1984,7.1,11731.0,Comedy
High Heels,movie,1991,7.0,18263.0,Comedy
Kika,movie,1993,6.5,15643.0,Comedy
8MM,movie,1999,6.6,147879.0,Crime
Welcome to the Sticks,movie,2008,7.1,46437.0,Comedy
Disturbia,movie,2007,6.8,265735.0,Crime
American Wedding,movie,2003,6.3,223857.0,Comedy
American Pie Presents: Band Camp,movie,2005,5.0,78009.0,Comedy
Paris,movie,2008,6.8,13055.0,Comedy
Four Brothers,movie,2005,6.8,164320.0,Action
Howards End,movie,1992,7.4,37532.0,Drama
Step Up 2: The Streets,movie,2008,6.2,93080.0,Drama
REC,movie,2007,7.4,207934.0,Horror
My Big Fat Greek Wedding,movie,2002,6.6,148662.0,Comedy
An Affair to Remember,movie,1957,7.4,34763.0,Drama
Cast Away,movie,2000,7.8,667808.0,Adventure
Superbad,movie,2007,7.6,666120.0,Comedy
Robin Hood: Prince of Thieves,movie,1991,6.9,216278.0,Action
Transformers: Revenge of the Fallen,movie,2009,6.0,442736.0,Action
"Definitely, Maybe",movie,2008,7.1,178822.0,Comedy
My Neighbor Totoro,movie,1988,8.1,409781.0,Animation
A Man Apart,movie,2003,6.0,50465.0,Action
Love Me If You Dare,movie,2003,7.5,73539.0,Comedy
Swallowtail Butterfly,movie,1996,7.5,4696.0,Crime
I Spy,movie,2002,5.4,54548.0,Action
Paisan,movie,1946,7.6,10160.0,Drama
Carandiru,movie,2003,7.6,23578.0,Crime
Lower City,movie,2005,6.5,4648.0,Drama
The 6th Day,movie,2000,5.9,131132.0,Action
Never Back Down,movie,2008,6.5,109227.0,Action
Dumb and Dumber,movie,1994,7.3,430062.0,Comedy
John Q,movie,2002,7.1,149446.0,Crime
Hitch,movie,2005,6.6,343146.0,Comedy
Ali,movie,2001,6.7,108347.0,Biography
Prom Night,movie,2008,4.0,39082.0,Horror
The Exorcism of Emily Rose,movie,2005,6.7,145280.0,Drama
Rivals,movie,2008,6.2,1011.0,Action
The Isle,movie,2000,6.9,15316.0,Drama
Deep Impact,movie,1998,6.3,198668.0,Action
K-19: The Widowmaker,movie,2002,6.7,69947.0,Drama
Taken,movie,2008,7.7,656640.0,Action
Cannibals in the Streets,movie,1980,5.5,4634.0,Drama
Anchorman: The Legend of Ron Burgundy,movie,2004,7.1,391280.0,Comedy
Three Wishes for Cinderella,movie,1973,7.6,12727.0,Adventure
The Black Balloon,movie,2008,7.2,9359.0,Drama
Eagle vs Shark,movie,2007,6.7,27064.0,Comedy
Hamlet Goes Business,movie,1987,6.8,2560.0,Comedy
Top Secret!,movie,1984,7.2,78660.0,Comedy
Christine,movie,1983,6.8,97721.0,Horror
Baby Mama,movie,2008,6.0,48557.0,Comedy
The Road Warrior,movie,1981,7.6,208230.0,Action
My Life as a Dog,movie,1985,7.6,23332.0,Comedy
Timecop,movie,1994,5.9,67176.0,Action
Il Divo,movie,2008,7.2,19823.0,Biography
Double Trouble,movie,1984,7.1,12232.0,Action
Conspiracy Theory,movie,1997,6.7,110884.0,Action
Casper,movie,1995,6.2,153043.0,Comedy
Jumanji,movie,1995,7.1,397484.0,Adventure
The Bank Job,movie,2008,7.2,193914.0,Crime
The Karate Kid Part II,movie,1986,6.1,105262.0,Action
My Best Friend's Wedding,movie,1997,6.4,161790.0,Comedy
Pale Rider,movie,1985,7.3,68189.0,Drama
Lion's Den,movie,2008,7.0,3427.0,Crime
Wanted,movie,2008,6.7,420526.0,Action
Deep Blue Sea,movie,1999,5.9,147801.0,Action
I Love You Phillip Morris,movie,2009,6.6,101861.0,Biography
Hancock,movie,2008,6.4,528358.0,Action
Bad Boys II,movie,2003,6.6,281673.0,Action
Twilight,movie,2008,5.3,508765.0,Drama
The Protector,movie,2005,7.0,39913.0,Action
Friends with Money,movie,2006,5.8,32846.0,Comedy
Just Like Heaven,movie,2005,6.7,122302.0,Comedy
Midnight Run,movie,1988,7.5,99547.0,Action
Spirit: Stallion of the Cimarron,movie,2002,7.2,90834.0,Adventure
The Eye,movie,2008,5.4,57954.0,Horror
Big Daddy,movie,1999,6.4,243697.0,Comedy
The Heartbreak Kid,movie,2007,5.9,99313.0,Comedy
The Cave,movie,2005,5.2,42937.0,Adventure
Police Story,movie,1985,7.5,45036.0,Action
Only You,movie,1994,6.5,27691.0,Comedy
Just Cause,movie,1995,6.4,31473.0,Action
Little Man,movie,2006,4.5,63181.0,Comedy
Black Book,movie,2006,7.7,82407.0,Drama
Spies Like Us,movie,1985,6.4,54610.0,Adventure
Young Guns II,movie,1990,6.5,40596.0,Action
The Craft,movie,1996,6.5,114962.0,Drama
Kopps,movie,2003,6.7,23645.0,Action
S.W.A.T.,movie,2003,6.1,157445.0,Action
Bibi Blocksberg,movie,2002,5.3,1089.0,Comedy
Now and Then,movie,1995,6.8,33901.0,Comedy
Eraser,movie,1996,6.2,121536.0,Action
Ace Ventura: When Nature Calls,movie,1995,6.4,242476.0,Adventure
The Faculty,movie,1998,6.6,142178.0,Horror
Final Destination 3,movie,2006,5.9,171545.0,Horror
The Longest Yard,movie,2005,6.4,203772.0,Comedy
Hudson Hawk,movie,1991,5.7,62462.0,Action
Monster House,movie,2006,6.7,147666.0,Animation
Ali G Indahouse,movie,2002,6.2,98094.0,Comedy
Thesis,movie,1996,7.4,44644.0,Crime
Smilla's Sense of Snow,movie,1997,6.3,15620.0,Crime
Mortal Kombat,movie,1995,5.8,128256.0,Action
Ong-Bak: The Thai Warrior,movie,2003,7.1,80060.0,Action
Ghost in the Shell,movie,1995,7.9,165965.0,Action
The Nutty Professor,movie,1996,5.7,127916.0,Comedy
Clear and Present Danger,movie,1994,6.9,112779.0,Action
Last Man Standing,movie,1996,6.4,62521.0,Action
The Scorpion King,movie,2002,5.5,149189.0,Action
Transporter 2,movie,2005,6.3,221771.0,Action
Police Academy,movie,1984,6.7,144290.0,Comedy
Click,movie,2006,6.4,372736.0,Comedy
The Goonies,movie,1985,7.7,314246.0,Adventure
The Core,movie,2003,5.5,111804.0,Action
The Mask of Zorro,movie,1998,6.8,204682.0,Action
Nacho Libre,movie,2006,5.9,98704.0,Comedy
Look Who's Talking Too,movie,1990,4.7,50057.0,Comedy
Final Destination 2,movie,2003,6.2,202942.0,Horror
Anaconda,movie,1997,4.9,116746.0,Action
The Last of the Mohicans,movie,1992,7.6,198203.0,Action
Donnie Brasco,movie,1997,7.7,345418.0,Biography
Ferris Bueller's Day Off,movie,1986,7.8,403650.0,Comedy
Boys on the Side,movie,1995,6.5,14923.0,Comedy
Starsky & Hutch,movie,2004,6.1,158501.0,Comedy
The Twelve Tasks of Asterix,movie,1976,7.6,20387.0,Adventure
In the Line of Fire,movie,1993,7.2,118957.0,Action
Jerry Maguire,movie,1996,7.3,299809.0,Comedy
The Descent,movie,2005,7.2,261179.0,Adventure
They Call Me Trinity,movie,1970,7.4,26716.0,Comedy
Evolution,movie,2001,6.1,139786.0,Comedy
Zoolander,movie,2001,6.5,306597.0,Comedy
Surf's Up,movie,2007,6.7,97240.0,Adventure
Murder at 1600,movie,1997,6.1,33956.0,Action
Money Talks,movie,1997,6.2,32289.0,Action
Wrongfully Accused,movie,1998,6.1,30624.0,Action
A Night at the Roxbury,movie,1998,6.2,66992.0,Comedy
Kiss the Girls,movie,1997,6.6,95410.0,Crime
The Nameless,movie,1999,5.8,7915.0,Drama
Stepmom,movie,1998,6.8,77703.0,Comedy
Apt Pupil,movie,1998,6.7,43079.0,Crime
The Big Hit,movie,1998,6.1,32465.0,Action
Election,movie,1999,7.2,108891.0,Comedy
The Crow: Salvation,movie,2000,4.9,13422.0,Action
Kung Fu Hustle,movie,2004,7.7,157558.0,Action
Charlie's Angels: Full Throttle,movie,2003,4.9,136544.0,Action
"South Park: Bigger, Longer & Uncut",movie,1999,7.7,220730.0,Animation
Scent of a Woman,movie,1992,8.0,352737.0,Drama
A Knight's Tale,movie,2001,7.0,211475.0,Action
The Bone Collector,movie,1999,6.7,194180.0,Crime
Johnny English,movie,2003,6.3,180608.0,Action
Spy Kids 2: Island of Lost Dreams,movie,2002,5.3,76656.0,Action
Twins,movie,1988,6.2,143092.0,Comedy
Look Who's Talking,movie,1989,5.9,89163.0,Comedy
The Crow,movie,1994,7.5,223331.0,Action
Kung Fu Panda,movie,2008,7.6,553276.0,Action
Anger Management,movie,2003,6.3,235470.0,Comedy
Menace II Society,movie,1993,7.5,67523.0,Crime
Wedding Crashers,movie,2005,7.0,388151.0,Comedy
Lantana,movie,2001,7.2,20596.0,Drama
RV,movie,2006,5.6,65458.0,Adventure
Final Destination,movie,2000,6.7,312395.0,Horror
Red Dragon,movie,2002,7.2,303588.0,Crime
Jersey Girl,movie,2004,6.2,73047.0,Comedy
Sniper,movie,1993,6.1,26314.0,Action
House of Flying Daggers,movie,2004,7.5,118193.0,Action
The Exorcist,movie,1973,8.1,479520.0,Horror
Rabbit-Proof Fence,movie,2002,7.4,31131.0,Adventure
Timeline,movie,2003,5.6,67961.0,Action
No More School,movie,2000,6.4,3689.0,Comedy
Tears of the Sun,movie,2003,6.6,134864.0,Action
Hard to Kill,movie,1990,5.8,33565.0,Action
More Ants in the Pants,movie,2002,4.6,3427.0,Comedy
Blood Work,movie,2002,6.4,49588.0,Action
Little Women,movie,1994,7.3,66469.0,Drama
Last Action Hero,movie,1993,6.5,169741.0,Action
Big Momma's House,movie,2000,5.3,93561.0,Action
Coming to America,movie,1988,7.1,233020.0,Comedy
Clueless,movie,1995,6.9,264334.0,Comedy
Single White Female,movie,1992,6.4,44169.0,Drama
Conan the Destroyer,movie,1984,5.9,88153.0,Action
The Fast and the Furious: Tokyo Drift,movie,2006,6.1,316771.0,Action
Tango & Cash,movie,1989,6.4,117748.0,Action
Dante's Peak,movie,1997,6.1,103786.0,Action
Paycheck,movie,2003,6.3,116038.0,Action
Elizabethtown,movie,2005,6.3,74191.0,Comedy
Beverly Hills Ninja,movie,1997,5.6,45454.0,Action
The Juror,movie,1996,5.7,21366.0,Crime
The Glimmer Man,movie,1996,5.4,21971.0,Action
Scooby-Doo,movie,2002,5.4,133342.0,Adventure
Ghost Ship,movie,2002,5.6,113733.0,Horror
Here Is Your Life,movie,1966,7.3,1305.0,Drama
She's the Man,movie,2006,6.4,185006.0,Comedy
Mad Max,movie,1979,6.8,239117.0,Action
Glory,movie,1989,7.8,149531.0,Biography
Ju-On: The Grudge 2,movie,2003,6.3,11645.0,Drama
The Jacket,movie,2005,7.1,122250.0,Drama
Ring 2,movie,1999,5.9,15373.0,Horror
Infamous,movie,2006,7.0,18596.0,Biography
Ring 0: Birthday,movie,2000,5.9,10371.0,Horror
The Black Dahlia,movie,2006,5.6,78657.0,Crime
Assassins,movie,1995,6.3,90516.0,Action
One Missed Call,movie,2003,6.2,20124.0,Horror
North Country,movie,2005,7.3,46269.0,Drama
Spiral,movie,1998,5.2,4330.0,Drama
Talladega Nights: The Ballad of Ricky Bobby,movie,2006,6.6,207614.0,Comedy
Bewitched,movie,2005,4.8,77082.0,Comedy
Love Me No More,movie,2008,7.1,3713.0,Drama
Bad Boys,movie,1995,6.8,306370.0,Action
Demolition Man,movie,1993,6.7,203079.0,Action
Hannibal,movie,2001,6.8,305476.0,Crime
Jack Frost,movie,1998,5.5,43158.0,Comedy
Firewall,movie,2006,5.8,60617.0,Crime
Norbit,movie,2007,4.2,84297.0,Comedy
Cellular,movie,2004,6.5,108480.0,Action
Step Up,movie,2006,6.5,130936.0,Crime
Gridiron Gang,movie,2006,7.1,82604.0,Biography
Lolita,movie,1997,6.8,71070.0,Drama
Major League: Back to the Minors,movie,1998,4.7,8467.0,Comedy
Serendipity,movie,2001,6.8,127016.0,Comedy
The Sisterhood of the Traveling Pants,movie,2005,6.5,67051.0,Comedy
Bridget Jones: The Edge of Reason,movie,2004,6.0,129529.0,Comedy
Seven Dwarves,movie,2004,4.8,6651.0,Comedy
Save the Last Dance,movie,2001,6.2,67780.0,Drama
Mortal Kombat: Annihilation,movie,1997,3.6,59943.0,Action
Lake Placid,movie,1999,5.8,68099.0,Action
Happy Feet,movie,2006,6.4,207508.0,Adventure
The Prince of Egypt,movie,1998,7.2,155434.0,Adventure
School for Scoundrels,movie,2006,5.9,31377.0,Comedy
The Opposite of Sex,movie,1998,6.4,22057.0,Comedy
Forgetting Sarah Marshall,movie,2008,7.1,310931.0,Comedy
Urban Legend,movie,1998,5.6,75350.0,Horror
Striptease,movie,1996,4.6,50208.0,Comedy
Collateral Damage,movie,2002,5.5,79585.0,Action
Johnny Mnemonic,movie,1995,5.6,78814.0,Action
The Stepford Wives,movie,2004,5.4,72161.0,Comedy
The Cable Guy,movie,1996,6.1,184870.0,Comedy
Wrong Turn,movie,2003,6.1,140132.0,Horror
Barnyard,movie,2006,5.6,36707.0,Adventure
Two for the Money,movie,2005,6.2,51768.0,Crime
The World's Fastest Indian,movie,2005,7.8,61926.0,Biography
Waist Deep,movie,2006,5.8,10731.0,Action
How to Lose a Guy in 10 Days,movie,2003,6.5,299747.0,Comedy
Ultraviolet,movie,2006,4.4,85471.0,Action
The Postman,movie,1997,6.1,81543.0,Action
The Pelican Brief,movie,1993,6.6,100501.0,Crime
Vampires,movie,1998,6.1,66483.0,Action
The Covenant,movie,2006,5.2,53828.0,Adventure
Blades of Glory,movie,2007,6.3,181874.0,Comedy
The Benchwarmers,movie,2006,5.6,56813.0,Comedy
Trailer Park Boys: The Movie,movie,2006,7.1,13891.0,Comedy
Freedomland,movie,2006,5.2,17548.0,Crime
Premonition,movie,2007,5.9,83511.0,Drama
Uncommon Valor,movie,1983,6.3,12428.0,Action
Deck the Halls,movie,2006,5.1,36637.0,Comedy
Lock Up,movie,1989,6.4,48337.0,Action
Air Buddies,movie,2006,4.7,4581.0,Adventure
Charlotte's Web,movie,2006,6.3,48447.0,Adventure
Dragnet,movie,1987,6.0,38780.0,Comedy
My Sister's Keeper,movie,2009,7.3,101124.0,Drama
Unleashed,movie,2005,7.0,110239.0,Action
Good Luck Chuck,movie,2007,5.6,97073.0,Comedy
Just Friends,movie,2005,6.2,132130.0,Comedy
7 Dwarves: The Forest Is Not Enough,movie,2006,4.2,4224.0,Comedy
Miss Congeniality 2: Armed & Fabulous,movie,2005,5.2,82736.0,Action
My Lucky Stars,movie,1985,6.3,6460.0,Action
District B13,movie,2004,7.1,75828.0,Action
Stealth,movie,2005,5.1,57549.0,Action
Orchestra Seats,movie,2006,6.7,4548.0,Comedy
When a Stranger Calls,movie,2006,5.1,50141.0,Horror
Spy Kids,movie,2001,5.6,132155.0,Action
Get Rich or Die Tryin',movie,2005,5.5,52134.0,Biography
Edison,movie,2005,5.3,16696.0,Action
The Amityville Horror,movie,2005,5.9,120513.0,Horror
House of Wax,movie,2005,5.5,140289.0,Horror
13 Going on 30,movie,2004,6.3,234887.0,Comedy
Empire of the Sun,movie,1987,7.7,138871.0,Drama
French for Beginners,movie,2006,6.1,1204.0,Comedy
Heartstopper,movie,2006,4.0,1434.0,Horror
Stuart Little,movie,1999,6.0,155793.0,Adventure
